# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jan 03 16:02:01 AEDT 2020 [seed=1578027717651]
# -overwrite BMtest_sigma1_1corr0_0D1.29N7.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	clock.rate	meanRate	LOCATIONS.precision.col11	LOCATIONS.precision.col12	LOCATIONS.precision.col21	LOCATIONS.precision.col22	correlation	LOCATIONS.varCovar.LOCATIONS.precision.col11	LOCATIONS.varCovar.LOCATIONS.precision.col12	LOCATIONS.varCovar.LOCATIONS.precision.col21	LOCATIONS.varCovar.LOCATIONS.precision.col22	LOCATIONS.diffusionRate	LOCATIONS.lambda	treeLikelihood	branchRates	LOCATIONS.traitLikelihood	coalescent
1494000	-15574.601913463304	-41.50796983654657	-15533.093943626758	3.3192514329409044	3.3192514329409044	23.018419536065018	38.39229150230762	1.2981883308298972	0.01132296652388062	0.011322966523880621	0.18565469109085797	0.04204348930712214	0.04204348930712214	0.03232586629827347	-0.5427135968771282	7.6352010441361395	-9.930452922587595	-9.930452922587593	43.85066986871132	0.8186184233855331	0.3849292946694181	-15460.275443877532	0.0	-72.8184997492255	-37.94650764456112
1495000	-15571.799783105234	-42.489618188887086	-15529.310164916347	3.6139402500343243	3.6139402500343243	24.452879643078738	70.99894877771402	1.684449977782448	0.010617613373436975	0.010617613373436977	0.22727685530643552	0.03922186416159549	0.03922186416159549	0.03141589153993765	-0.4641687848105316	5.608227652857013	-7.0017157688499525	-7.0017157688499525	40.57247088351972	0.6016828592493669	0.25841375044653997	-15455.02810607961	0.0	-74.28205883673785	-37.9074295201113
1496000	-15582.139698796136	-45.684449618270904	-15536.455249177865	3.666024768803155	3.666024768803155	24.943057394102432	166.53939876092366	1.7688630908478762	0.009891695033184609	0.009891695033184609	0.08711853379237107	0.0236929789491753	0.0236929789491753	0.03864749546519132	-0.4083228766261161	13.775343285049441	-8.445021198444794	-8.445021198444795	31.052146977052523	0.5755165907617998	0.28779742111519124	-15463.377423389456	0.0	-73.07782578840816	-40.60014642078556
1497000	-15567.985343380831	-41.02796181891828	-15526.957381561913	3.3354849070194152	3.3354849070194152	23.004045547127067	95.30513717441391	1.920929380428341	0.011096174520817364	0.011096174520817367	0.17641012868185316	0.05109746206635568	0.05109746206635568	0.03538529967067969	-0.646734654303131	9.744326375280195	-14.07110726649118	-14.07110726649118	48.579435126432436	0.6656072788415315	0.21749409972439188	-15454.392150057665	0.0	-72.56523150424809	-36.03952647632772
1498000	-15572.092592982684	-41.96159537868225	-15530.130997604003	3.3913898285453596	3.3913898285453596	23.06536798452998	55.33748422879075	1.683186460658504	0.01175961503481997	0.011759615034819969	0.2405008575020847	0.014688154675312986	0.014688154675312986	0.035682768618368575	-0.15855489368558376	4.265215372740103	-1.7556973728232428	-1.7556973728232428	28.747431723866267	0.6260128398995674	0.16367127866698467	-15452.688024775045	0.0	-77.44297282895799	-36.89962473007604
1499000	-15568.071352484742	-40.473408285223584	-15527.597944199519	3.2993480544404306	3.2993480544404306	22.116893030107704	117.18628069920298	2.0713248160479796	0.011993866113577424	0.011993866113577424	0.1411906992647951	0.04191929426518464	0.04191929426518464	0.04983030124421983	-0.4997630708865859	9.44051106563142	-7.9417453134470035	-7.9417453134470035	26.74903272691232	0.9195069635675015	0.6221134382169022	-15454.550833420053	0.0	-73.04711077946487	-35.193623846272686
1500000	-15565.599248959601	-40.31331918113144	-15525.285929778469	3.2942436827499977	3.2942436827499977	22.023509112464225	91.61560593142069	1.9457037006638798	0.011736596736782855	0.011736596736782855	0.17492297755234873	0.032436697399881045	0.032436697399881045	0.03533117940245466	-0.4126046623947644	6.889726914870223	-6.32529088711754	-6.32529088711754	34.11070807299251	0.6390317588332547	0.22904459632171603	-15452.901985527624	0.0	-72.38394425084562	-35.14902828868663
1501000	-15571.087383837328	-43.53455774483383	-15527.552826092495	3.4919865642184282	3.4919865642184282	24.250629123294036	172.15165989238267	2.013876483471995	0.010885263212991316	0.010885263212991316	0.1863243309472257	0.04044174493579461	0.04044174493579461	0.033096127406068404	-0.5149991481588206	7.3042484913811965	-8.925411448045669	-8.925411448045669	41.12140361712962	0.6110060179031671	0.1771252341619516	-15455.03401383842	0.0	-72.51881225407568	-37.44247491220075
1502000	-15568.693946400128	-41.857592527680715	-15526.836353872448	3.44457045275504	3.44457045275504	22.943705131260053	113.10824635972793	2.0488964847152715	0.0110369633287765	0.011036963328776501	0.20445779020547908	0.05167826771361796	0.05167826771361796	0.046735537584162434	-0.5286673563361729	6.788218711495708	-7.506137770203909	-7.50613777020391	29.69697726670047	0.6880251936546118	0.33447011819863476	-15454.037094857633	0.0	-72.7992590148154	-36.49545549121956
1503000	-15576.57663138581	-42.79680320845914	-15533.77982817735	3.5506333487079833	3.5506333487079833	24.468945992907486	89.32473665072524	1.7624550904653213	0.010259518323092546	0.01025951832309255	0.21733080443943642	0.0470356793224629	0.0470356793224629	0.04938818649789982	-0.4539993565226858	5.795906137444693	-5.519829777016327	-5.519829777016327	25.50466078279441	0.6231728871011784	0.39465614358212386	-15459.697635708071	0.0	-74.08219246927848	-37.986130550391714
